Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180102C2555,1/2/2018,3:45:00 PM,.SPXW180102C2555,1/2/2018,2555,C,138.6000061,-0.280000001,2693.879883,,0.05,0.9968,0.000188,0,0.002644,0.261611,38,SPXW
180102.SPX180102P2555,1/2/2018,3:45:00 PM,.SPXW180102P2555,1/2/2018,2555,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0018,0.00012,0,0.001577,-0.000502,633,SPXW
180102.SPX180102C2560,1/2/2018,3:45:00 PM,.SPXW180102C2560,1/2/2018,2560,C,133.6000061,-0.280000001,2693.879883,,0.05,0.9899,0.000459,0,0.007304,0.260214,47,SPXW
180102.SPX180102P2560,1/2/2018,3:45:00 PM,.SPXW180102P2560,1/2/2018,2560,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0018,0.000127,0,0.001611,-0.000514,137,SPXW
180102.SPX180102C2565,1/2/2018,3:45:00 PM,.SPXW180102C2565,1/2/2018,2565,C,128.6000061,-0.280000001,2693.879883,,0.05,0.9965,0.000216,0,0.002839,0.262565,32,SPXW
180102.SPX180102P2565,1/2/2018,3:45:00 PM,.SPXW180102P2565,1/2/2018,2565,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0019,0.000137,0,0.001685,-0.00054,396,SPXW
180102.SPX180102C2570,1/2/2018,3:45:00 PM,.SPXW180102C2570,1/2/2018,2570,C,123.5999985,-0.280000001,2693.879883,,0.05,0.9893,0.000521,0,0.007724,0.261057,29,SPXW
180102.SPX180102P2570,1/2/2018,3:45:00 PM,.SPXW180102P2570,1/2/2018,2570,P,0.029999999,0.029999999,2693.879883,,0.05,-0.002,0.000145,0,0.001717,-0.000551,1254,SPXW
180102.SPX180102C2575,1/2/2018,3:45:00 PM,.SPXW180102C2575,1/2/2018,2575,C,118.5999985,-0.280000001,2693.879883,,0.05,0.9965,0.000239,0,0.002888,0.263574,167,SPXW
180102.SPX180102P2575,1/2/2018,3:45:00 PM,.SPXW180102P2575,1/2/2018,2575,P,0.029999999,0.029999999,2693.879883,,0.05,-0.002,0.000153,0,0.001729,-0.000555,3903,SPXW
180102.SPX180102C2580,1/2/2018,3:45:00 PM,.SPXW180102C2580,1/2/2018,2580,C,113.5999985,-0.280000001,2693.879883,,0.05,0.9885,0.000598,0,0.008205,0.261871,48,SPXW
180102.SPX180102P2580,1/2/2018,3:45:00 PM,.SPXW180102P2580,1/2/2018,2580,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0021,0.000169,0,0.00184,-0.000594,2775,SPXW
180102.SPX180102C2585,1/2/2018,3:45:00 PM,.SPXW180102C2585,1/2/2018,2585,C,108.5999985,-0.280000001,2693.879883,,0.05,0.9961,0.000281,0,0.003144,0.264505,5,SPXW
180102.SPX180102P2585,1/2/2018,3:45:00 PM,.SPXW180102P2585,1/2/2018,2585,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0023,0.000187,0,0.001964,-0.000639,1486,SPXW
180102.SPX180102C2590,1/2/2018,3:45:00 PM,.SPXW180102C2590,1/2/2018,2590,C,103.5999985,-0.280000001,2693.879883,,0.05,0.9876,0.000694,0,0.008762,0.262649,26,SPXW
180102.SPX180102P2590,1/2/2018,3:45:00 PM,.SPXW180102P2590,1/2/2018,2590,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0023,0.000198,0,0.001984,-0.000646,593,SPXW
180102.SPX180102C2595,1/2/2018,3:45:00 PM,.SPXW180102C2595,1/2/2018,2595,C,98.59999847,-0.280000001,2693.879883,,0.05,0.9957,0.000338,0,0.003461,0.26541,46,SPXW
180102.SPX180102P2595,1/2/2018,3:45:00 PM,.SPXW180102P2595,1/2/2018,2595,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0024,0.000211,0,0.002006,-0.000654,676,SPXW
180102.SPX180102C2600,1/2/2018,3:45:00 PM,.SPXW180102C2600,1/2/2018,2600,C,93.59999847,-0.280000001,2693.879883,,0.05,0.9866,0.000816,0,0.009396,0.263388,655,SPXW
180102.SPX180102P2600,1/2/2018,3:45:00 PM,.SPXW180102P2600,1/2/2018,2600,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0025,0.000234,0,0.002128,-0.000698,13343,SPXW
180102.SPX180102C2605,1/2/2018,3:45:00 PM,.SPXW180102C2605,1/2/2018,2605,C,88.59999847,-0.280000001,2693.879883,,0.05,0.9953,0.0004,0,0.003705,0.266343,184,SPXW
180102.SPX180102P2605,1/2/2018,3:45:00 PM,.SPXW180102P2605,1/2/2018,2605,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0026,0.000256,0,0.002206,-0.000726,686,SPXW
180102.SPX180102C2610,1/2/2018,3:45:00 PM,.SPXW180102C2610,1/2/2018,2610,C,83.59999847,-0.280000001,2693.879883,,0.05,0.9851,0.000983,0,0.010245,0.264022,147,SPXW
180102.SPX180102P2610,1/2/2018,3:45:00 PM,.SPXW180102P2610,1/2/2018,2610,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0027,0.000282,0,0.002295,-0.000758,1375,SPXW
180102.SPX180102C2615,1/2/2018,3:45:00 PM,.SPXW180102C2615,1/2/2018,2615,C,78.59999847,-0.280000001,2693.879883,,0.05,0.9949,0.000485,0,0.004012,0.26725,34,SPXW
180102.SPX180102P2615,1/2/2018,3:45:00 PM,.SPXW180102P2615,1/2/2018,2615,P,0.029999999,0.029999999,2693.879883,,0.05,-0.003,0.00032,0,0.002467,-0.000821,910,SPXW
180102.SPX180102C2620,1/2/2018,3:45:00 PM,.SPXW180102C2620,1/2/2018,2620,C,73.59999847,-0.280000001,2693.879883,,0.05,0.9822,0.001269,0,0.01193,0.261775,379,SPXW
180102.SPX180102P2620,1/2/2018,3:45:00 PM,.SPXW180102P2620,1/2/2018,2620,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0031,0.000353,0,0.002552,-0.000853,1936,SPXW
180102.SPX180102C2625,1/2/2018,3:45:00 PM,.SPXW180102C2625,1/2/2018,2625,C,68.59999847,-0.280000001,2693.879883,,0.05,0.992,0.000779,0,0.005921,0.265009,403,SPXW
180102.SPX180102P2625,1/2/2018,3:45:00 PM,.SPXW180102P2625,1/2/2018,2625,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0032,0.000393,0,0.002657,-0.000892,2177,SPXW
180102.SPX180102C2630,1/2/2018,3:45:00 PM,.SPXW180102C2630,1/2/2018,2630,C,63.59999847,-0.280000001,2693.879883,,0.05,0.9817,0.001503,0,0.012246,0.265126,201,SPXW
180102.SPX180102P2630,1/2/2018,3:45:00 PM,.SPXW180102P2630,1/2/2018,2630,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0034,0.000444,0,0.00279,-0.000941,3217,SPXW
180102.SPX180102C2635,1/2/2018,3:45:00 PM,.SPXW180102C2635,1/2/2018,2635,C,58.59999847,-0.280000001,2693.879883,,0.05,0.9933,0.000809,0,0.005111,0.268863,305,SPXW
180102.SPX180102P2635,1/2/2018,3:45:00 PM,.SPXW180102P2635,1/2/2018,2635,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0036,0.000509,0,0.002959,-0.001005,4171,SPXW
180102.SPX180102C2640,1/2/2018,3:45:00 PM,.SPXW180102C2640,1/2/2018,2640,C,52.75,-1.129999995,2693.879883,,0.05,0.979,0.001968,0,0.013782,0.265398,1336,SPXW
180102.SPX180102P2640,1/2/2018,3:45:00 PM,.SPXW180102P2640,1/2/2018,2640,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0039,0.000594,0,0.003175,-0.001087,3917,SPXW
180102.SPX180102C2645,1/2/2018,3:45:00 PM,.SPXW180102C2645,1/2/2018,2645,C,48.59999847,-0.280000001,2693.879883,,0.05,0.9924,0.001084,0,0.005734,0.269632,238,SPXW
180102.SPX180102P2645,1/2/2018,3:45:00 PM,.SPXW180102P2645,1/2/2018,2645,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0043,0.000707,0,0.003453,-0.001194,1164,SPXW
180102.SPX180102C2650,1/2/2018,3:45:00 PM,.SPXW180102C2650,1/2/2018,2650,C,43.79999924,-0.079999998,2693.879883,,0.05,0.9912,0.001352,0,0.006516,0.269816,1719,SPXW
180102.SPX180102P2650,1/2/2018,3:45:00 PM,.SPXW180102P2650,1/2/2018,2650,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0048,0.000865,0,0.003821,-0.001337,3278,SPXW
180102.SPX180102C2655,1/2/2018,3:45:00 PM,.SPXW180102C2655,1/2/2018,2655,C,38.79999924,-0.079999998,2693.879883,,0.05,0.9905,0.001618,0,0.006928,0.270152,241,SPXW
180102.SPX180102P2655,1/2/2018,3:45:00 PM,.SPXW180102P2655,1/2/2018,2655,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0055,0.001083,0,0.004278,-0.001517,1762,SPXW
180102.SPX180102C2660,1/2/2018,3:45:00 PM,.SPXW180102C2660,1/2/2018,2660,C,33.84999847,-0.029999999,2693.879883,,0.05,0.9891,0.00208,0,0.007863,0.270257,198,SPXW
180102.SPX180102P2660,1/2/2018,3:45:00 PM,.SPXW180102P2660,1/2/2018,2660,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0062,0.001375,0,0.004763,-0.001712,1353,SPXW
180102.SPX180102C2665,1/2/2018,3:45:00 PM,.SPXW180102C2665,1/2/2018,2665,C,28.85000038,-0.029999999,2693.879883,,0.05,0.9879,0.002662,0,0.00861,0.270438,762,SPXW
180102.SPX180102P2665,1/2/2018,3:45:00 PM,.SPXW180102P2665,1/2/2018,2665,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0071,0.001811,0,0.005381,-0.001965,2778,SPXW
180102.SPX180102C2670,1/2/2018,3:45:00 PM,.SPXW180102C2670,1/2/2018,2670,C,23.85000038,-0.029999999,2693.879883,,0.05,0.9862,0.003586,0,0.009617,0.270493,254,SPXW
180102.SPX180102P2670,1/2/2018,3:45:00 PM,.SPXW180102P2670,1/2/2018,2670,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0083,0.002494,0,0.006144,-0.002284,1912,SPXW
180102.SPX180102C2675,1/2/2018,3:45:00 PM,.SPXW180102C2675,1/2/2018,2675,C,18.79999924,-0.079999998,2693.879883,,0.05,0.982,0.005592,0,0.01209,0.26984,2031,SPXW
180102.SPX180102P2675,1/2/2018,3:45:00 PM,.SPXW180102P2675,1/2/2018,2675,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0098,0.003692,0,0.007128,-0.002695,3597,SPXW
180102.SPX180102C2680,1/2/2018,3:45:00 PM,.SPXW180102C2680,1/2/2018,2680,C,13.80000019,-0.079999998,2693.879883,,0.05,0.9519,0.013315,-0.000028,0.029229,0.300847,835,SPXW
180102.SPX180102P2680,1/2/2018,3:45:00 PM,.SPXW180102P2680,1/2/2018,2680,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0133,0.006543,-0.000011,0.009265,-0.003638,1462,SPXW
180102.SPX180102C2685,1/2/2018,3:45:00 PM,.SPXW180102C2685,1/2/2018,2685,C,8.600000381,-0.280000001,2693.879883,,0.05,0.9439,0.027361,-0.163931,0.030839,0.260325,2514,SPXW
180102.SPX180102P2685,1/2/2018,3:45:00 PM,.SPXW180102P2685,1/2/2018,2685,P,0.029999999,0.029999999,2693.879883,,0.05,-0.0197,0.014936,-0.145504,0.01292,-0.005356,3503,SPXW
180102.SPX180102C2690,1/2/2018,3:45:00 PM,.SPXW180102C2690,1/2/2018,2690,C,3.700000048,-0.180000007,2693.879883,,0.05,0.8846,0.086292,-6.370597,0.050921,0.224579,1680,SPXW
180102.SPX180102P2690,1/2/2018,3:45:00 PM,.SPXW180102P2690,1/2/2018,2690,P,0.079999998,0.079999998,2693.879883,,0.05,-0.1154,0.086292,-6.370597,0.050921,-0.029357,618,SPXW
180102.SPX180102C2695,1/2/2018,3:45:00 PM,.SPXW180102C2695,1/2/2018,2695,C,0.25,0.25,2693.879883,,0.05,0.2767,0.176474,-10.132217,0.083513,0.063926,1950,SPXW
180102.SPX180102P2695,1/2/2018,3:45:00 PM,.SPXW180102P2695,1/2/2018,2695,P,1.450000048,0.330000013,2693.879883,,0.05,-0.741,0.17094,-9.788604,0.080784,-0.171399,2000,SPXW
180102.SPX180102C2700,1/2/2018,3:45:00 PM,.SPXW180102C2700,1/2/2018,2700,C,0.029999999,0.029999999,2693.879883,,0.1215,0.0218,0.017195,-0.124111,0.013009,0.005043,5674,SPXW
180102.SPX180102P2700,1/2/2018,3:45:00 PM,.SPXW180102P2700,1/2/2018,2700,P,6.800000191,0.680000007,2693.879883,,0.05,-0.9323,0.025934,-0.121574,0.038272,-0.297004,3083,SPXW
180102.SPX180102C2705,1/2/2018,3:45:00 PM,.SPXW180102C2705,1/2/2018,2705,C,0.029999999,0.029999999,2693.879883,,0.05,0.012,0.005263,0,0.008533,0.003321,3482,SPXW
180102.SPX180102P2705,1/2/2018,3:45:00 PM,.SPXW180102P2705,1/2/2018,2705,P,11.39999962,0.280000001,2693.879883,,0.05,-0.9519,0.013295,-0.000026,0.029236,-0.303827,129,SPXW
180102.SPX180102C2710,1/2/2018,3:45:00 PM,.SPXW180102C2710,1/2/2018,2710,C,0.029999999,0.029999999,2693.879883,,0.05,0.009,0.003135,0,0.006646,0.002493,1337,SPXW
180102.SPX180102P2710,1/2/2018,3:45:00 PM,.SPXW180102P2710,1/2/2018,2710,P,16.39999962,0.280000001,2693.879883,,0.05,-0.9617,0.008431,0,0.024335,-0.30752,319,SPXW
180102.SPX180102C2715,1/2/2018,3:45:00 PM,.SPXW180102C2715,1/2/2018,2715,C,0.029999999,0.029999999,2693.879883,,0.05,0.0079,0.002233,0,0.005885,0.00217,4648,SPXW
180102.SPX180102P2715,1/2/2018,3:45:00 PM,.SPXW180102P2715,1/2/2018,2715,P,21.39999962,0.280000001,2693.879883,,0.05,-0.9682,0.005907,0,0.020891,-0.310174,15,SPXW
180102.SPX180102C2720,1/2/2018,3:45:00 PM,.SPXW180102C2720,1/2/2018,2720,C,0.029999999,0.029999999,2693.879883,,0.05,0.0072,0.001725,0,0.005434,0.001981,9660,SPXW
180102.SPX180102P2720,1/2/2018,3:45:00 PM,.SPXW180102P2720,1/2/2018,2720,P,26.39999962,0.280000001,2693.879883,,0.05,-0.9724,0.004444,0,0.018548,-0.312114,32,SPXW
180102.SPX180102C2725,1/2/2018,3:45:00 PM,.SPXW180102C2725,1/2/2018,2725,C,0.029999999,0.029999999,2693.879883,,0.05,0.006,0.001294,0,0.004671,0.00167,1144,SPXW
180102.SPX180102P2725,1/2/2018,3:45:00 PM,.SPXW180102P2725,1/2/2018,2725,P,31.39999962,0.280000001,2693.879883,,0.05,-0.9757,0.003488,0,0.016713,-0.313729,74,SPXW
180102.SPX180102C2730,1/2/2018,3:45:00 PM,.SPXW180102C2730,1/2/2018,2730,C,0.029999999,0.029999999,2693.879883,,0.05,0.0053,0.001021,0,0.004158,0.001464,1353,SPXW
180102.SPX180102P2730,1/2/2018,3:45:00 PM,.SPXW180102P2730,1/2/2018,2730,P,36.40000153,0.280000001,2693.879883,,0.05,-0.978,0.002844,0,0.015376,-0.315047,1,SPXW
180102.SPX180102C2735,1/2/2018,3:45:00 PM,.SPXW180102C2735,1/2/2018,2735,C,0.029999999,0.029999999,2693.879883,,0.05,0.0048,0.000837,0,0.003796,0.001322,469,SPXW
180102.SPX180102P2735,1/2/2018,3:45:00 PM,.SPXW180102P2735,1/2/2018,2735,P,41.40000153,0.280000001,2693.879883,,0.05,-0.9801,0.00235,0,0.014084,-0.316327,0,SPXW
180102.SPX180102C2740,1/2/2018,3:45:00 PM,.SPXW180102C2740,1/2/2018,2740,C,0.029999999,0.029999999,2693.879883,,0.05,0.0044,0.000707,0,0.003532,0.001219,305,SPXW
180102.SPX180102P2740,1/2/2018,3:45:00 PM,.SPXW180102P2740,1/2/2018,2740,P,46.40000153,0.280000001,2693.879883,,0.05,-0.9815,0.002011,0,0.01327,-0.317344,0,SPXW
180102.SPX180102C2745,1/2/2018,3:45:00 PM,.SPXW180102C2745,1/2/2018,2745,C,0.029999999,0.029999999,2693.879883,,0.05,0.0041,0.000611,0,0.003336,0.001143,1658,SPXW
180102.SPX180102P2745,1/2/2018,3:45:00 PM,.SPXW180102P2745,1/2/2018,2745,P,51.40000153,0.280000001,2693.879883,,0.05,-0.9831,0.001712,0,0.012246,-0.318462,0,SPXW
180102.SPX180102C2750,1/2/2018,3:45:00 PM,.SPXW180102C2750,1/2/2018,2750,C,0.029999999,0.029999999,2693.879883,,0.05,0.0039,0.000538,0,0.003188,0.001087,259,SPXW
180102.SPX180102P2750,1/2/2018,3:45:00 PM,.SPXW180102P2750,1/2/2018,2750,P,56.40000153,0.280000001,2693.879883,,0.05,-0.984,0.001509,0,0.011688,-0.319336,37,SPXW
180102.SPX180102C2755,1/2/2018,3:45:00 PM,.SPXW180102C2755,1/2/2018,2755,C,0.029999999,0.029999999,2693.879883,,0.05,0.0038,0.000481,0,0.003077,0.001044,625,SPXW
180102.SPX180102P2755,1/2/2018,3:45:00 PM,.SPXW180102P2755,1/2/2018,2755,P,61.40000153,0.280000001,2693.879883,,0.05,-0.9851,0.001329,0,0.011041,-0.320251,0,SPXW
180102.SPX180102C2760,1/2/2018,3:45:00 PM,.SPXW180102C2760,1/2/2018,2760,C,0.029999999,0.029999999,2693.879883,,0.05,0.0032,0.000393,0,0.002656,0.000886,17,SPXW
180102.SPX180102P2760,1/2/2018,3:45:00 PM,.SPXW180102P2760,1/2/2018,2760,P,66.40000153,0.280000001,2693.879883,,0.05,-0.9858,0.001192,0,0.010593,-0.321064,0,SPXW
180102.SPX180102C2765,1/2/2018,3:45:00 PM,.SPXW180102C2765,1/2/2018,2765,C,0.029999999,0.029999999,2693.879883,,0.05,0.0031,0.00036,0,0.002596,0.000864,2,SPXW
180102.SPX180102P2765,1/2/2018,3:45:00 PM,.SPXW180102P2765,1/2/2018,2765,P,71.40000153,0.280000001,2693.879883,,0.05,-0.9866,0.001064,0,0.010023,-0.321935,0,SPXW
180102.SPX180102C2770,1/2/2018,3:45:00 PM,.SPXW180102C2770,1/2/2018,2770,C,0.029999999,0.029999999,2693.879883,,0.05,0.003,0.000327,0,0.002511,0.000832,118,SPXW
180102.SPX180102P2770,1/2/2018,3:45:00 PM,.SPXW180102P2770,1/2/2018,2770,P,76.40000153,0.280000001,2693.879883,,0.05,-0.9873,0.000962,0,0.00959,-0.322736,0,SPXW
180102.SPX180102C2775,1/2/2018,3:45:00 PM,.SPXW180102C2775,1/2/2018,2775,C,0.029999999,0.029999999,2693.879883,,0.05,0.0029,0.000295,0,0.002391,0.000788,659,SPXW
180102.SPX180102P2775,1/2/2018,3:45:00 PM,.SPXW180102P2775,1/2/2018,2775,P,81.40000153,0.280000001,2693.879883,,0.05,-0.9879,0.000875,0,0.009204,-0.323513,35,SPXW
180102.SPX180102C2780,1/2/2018,3:45:00 PM,.SPXW180102C2780,1/2/2018,2780,C,0.029999999,0.029999999,2693.879883,,0.05,0.0028,0.000275,0,0.002348,0.000773,274,SPXW
180102.SPX180102P2780,1/2/2018,3:45:00 PM,.SPXW180102P2780,1/2/2018,2780,P,86.40000153,0.280000001,2693.879883,,0.05,-0.9885,0.000795,0,0.008778,-0.324307,0,SPXW
180102.SPX180102C2785,1/2/2018,3:45:00 PM,.SPXW180102C2785,1/2/2018,2785,C,0.029999999,0.029999999,2693.879883,,0.05,0.0026,0.000244,0,0.002183,0.000712,7,SPXW
180102.SPX180102P2785,1/2/2018,3:45:00 PM,.SPXW180102P2785,1/2/2018,2785,P,91.40000153,0.280000001,2693.879883,,0.05,-0.9889,0.000736,0,0.008531,-0.325014,0,SPXW
180102.SPX180102C2790,1/2/2018,3:45:00 PM,.SPXW180102C2790,1/2/2018,2790,C,0.029999999,0.029999999,2693.879883,,0.05,0.0024,0.000215,0,0.002003,0.000648,4666,SPXW
180102.SPX180102P2790,1/2/2018,3:45:00 PM,.SPXW180102P2790,1/2/2018,2790,P,96.40000153,0.280000001,2693.879883,,0.05,-0.9894,0.000676,0,0.008194,-0.325763,0,SPXW
180102.SPX180102C2795,1/2/2018,3:45:00 PM,.SPXW180102C2795,1/2/2018,2795,C,0.029999999,0.029999999,2693.879883,,0.05,0.0024,0.000205,0,0.002006,0.000649,0,SPXW
180102.SPX180102P2795,1/2/2018,3:45:00 PM,.SPXW180102P2795,1/2/2018,2795,P,101.4000015,0.280000001,2693.879883,,0.05,-0.9897,0.000629,0,0.007965,-0.326461,0,SPXW
180102.SPX180102C2800,1/2/2018,3:45:00 PM,.SPXW180102C2800,1/2/2018,2800,C,0.029999999,0.029999999,2693.879883,,0.05,0.0024,0.000196,0,0.002011,0.00065,4294,SPXW
180102.SPX180102P2800,1/2/2018,3:45:00 PM,.SPXW180102P2800,1/2/2018,2800,P,106.4000015,0.280000001,2693.879883,,0.05,-0.9901,0.000585,0,0.007708,-0.327171,0,SPXW
180102.SPX180102C2805,1/2/2018,3:45:00 PM,.SPXW180102C2805,1/2/2018,2805,C,0.029999999,0.029999999,2693.879883,,0.05,0.0024,0.000188,0,0.002015,0.000652,0,SPXW
180102.SPX180102P2805,1/2/2018,3:45:00 PM,.SPXW180102P2805,1/2/2018,2805,P,111.4000015,0.280000001,2693.879883,,0.05,-0.9905,0.000546,0,0.007483,-0.327865,0,SPXW
180102.SPX180102C2810,1/2/2018,3:45:00 PM,.SPXW180102C2810,1/2/2018,2810,C,0.029999999,0.029999999,2693.879883,,0.05,0.002,0.000156,0,0.001704,0.000541,2,SPXW
180102.SPX180102P2810,1/2/2018,3:45:00 PM,.SPXW180102P2810,1/2/2018,2810,P,116.4000015,0.280000001,2693.879883,,0.05,-0.9907,0.000515,0,0.007342,-0.328521,0,SPXW
180102.SPX180102C2815,1/2/2018,3:45:00 PM,.SPXW180102C2815,1/2/2018,2815,C,0.029999999,0.029999999,2693.879883,,0.05,0.0019,0.000148,0,0.001684,0.000535,0,SPXW
180102.SPX180102P2815,1/2/2018,3:45:00 PM,.SPXW180102P2815,1/2/2018,2815,P,121.4000015,0.280000001,2693.879883,,0.05,-0.9911,0.000479,0,0.007065,-0.329237,0,SPXW
180102.SPX180102C2820,1/2/2018,3:45:00 PM,.SPXW180102C2820,1/2/2018,2820,C,0.029999999,0.029999999,2693.879883,,0.05,0.002,0.000146,0,0.001726,0.000549,130,SPXW
180102.SPX180102P2820,1/2/2018,3:45:00 PM,.SPXW180102P2820,1/2/2018,2820,P,126.4000015,0.280000001,2693.879883,,0.05,-0.9914,0.00045,0,0.006863,-0.32992,0,SPXW
180102.SPX180102C2825,1/2/2018,3:45:00 PM,.SPXW180102C2825,1/2/2018,2825,C,0.029999999,0.029999999,2693.879883,,0.05,0.002,0.000138,0,0.001699,0.00054,325,SPXW
180102.SPX180102P2825,1/2/2018,3:45:00 PM,.SPXW180102P2825,1/2/2018,2825,P,131.3999939,0.280000001,2693.879883,,0.05,-0.9916,0.000425,0,0.006694,-0.330586,0,SPXW
180102.SPX180102C2830,1/2/2018,3:45:00 PM,.SPXW180102C2830,1/2/2018,2830,C,0.029999999,0.029999999,2693.879883,,0.05,0.0017,0.000121,0,0.001522,0.000478,0,SPXW
180102.SPX180102P2830,1/2/2018,3:45:00 PM,.SPXW180102P2830,1/2/2018,2830,P,136.3999939,0.280000001,2693.879883,,0.05,-0.9918,0.000403,0,0.00657,-0.331233,0,SPXW
180102.SPX180102C2850,1/2/2018,3:45:00 PM,.SPXW180102C2850,1/2/2018,2850,C,0.029999999,0.029999999,2693.879883,,0.05,0.0017,0.000105,0,0.001506,0.000472,9,SPXW
180102.SPX180102P2850,1/2/2018,3:45:00 PM,.SPXW180102P2850,1/2/2018,2850,P,156.3999939,0.280000001,2693.879883,,0.05,-0.9926,0.000326,0,0.00596,-0.333865,0,SPXW
180102.SPX180102C2900,1/2/2018,3:45:00 PM,.SPXW180102C2900,1/2/2018,2900,C,0.029999999,0.029999999,2693.879883,,0.05,0.0014,0.000067,0,0.001213,0.000372,8,SPXW
180102.SPX180102P2900,1/2/2018,3:45:00 PM,.SPXW180102P2900,1/2/2018,2900,P,206.3999939,0.280000001,2693.879883,,0.05,-0.994,0.000214,0,0.004953,-0.340206,0,SPXW
180102.SPX180102C2950,1/2/2018,3:45:00 PM,.SPXW180102C2950,1/2/2018,2950,C,0.029999999,0.029999999,2693.879883,,0.05,0.0011,0.000045,0,0.000989,0.000297,15,SPXW
180102.SPX180102P2950,1/2/2018,3:45:00 PM,.SPXW180102P2950,1/2/2018,2950,P,256.3999939,0.280000001,2693.879883,,0.05,-0.9963,0.000121,0,0.003218,-0.346825,0,SPXW
180102.SPX180102C3000,1/2/2018,3:45:00 PM,.SPXW180102C3000,1/2/2018,3000,C,0.029999999,0.029999999,2693.879883,,0.05,0.001,0.000035,0,0.000904,0.000269,0,SPXW
180102.SPX180102P3000,1/2/2018,3:45:00 PM,.SPXW180102P3000,1/2/2018,3000,P,306.3500061,0.230000004,2693.879883,,0.05,-0.9969,0.000089,0,0.002747,-0.352912,0,SPXW
180102.SPX180103C1600,1/2/2018,3:45:00 PM,.SPXW180103C1600,1/3/2018,1600,C,1093.550049,-0.170000002,2693.719971,,0,0.9991,0.000007,0,0.004487,4.516202,120,SPXW
180102.SPX180103P1600,1/2/2018,3:45:00 PM,.SPXW180103P1600,1/3/2018,1600,P,0.029999999,0.029999999,2693.719971,,2.876,-0.0002,0.000002,0,0.001321,-0.001955,0,SPXW
180102.SPX180103C1700,1/2/2018,3:45:00 PM,.SPXW180103C1700,1/3/2018,1700,C,993.5499878,-0.170000002,2693.719971,,0,0.999,0.000008,0,0.004956,4.798123,0,SPXW
180102.SPX180103P1700,1/2/2018,3:45:00 PM,.SPXW180103P1700,1/3/2018,1700,P,0.029999999,0.029999999,2693.719971,,2.5452,-0.0003,0.000003,0,0.001387,-0.002051,10,SPXW
180102.SPX180103C1750,1/2/2018,3:45:00 PM,.SPXW180103C1750,1/3/2018,1750,C,943.5499878,-0.170000002,2693.719971,,0,0.9989,0.00001,0,0.005348,4.938796,0,SPXW
180102.SPX180103P1750,1/2/2018,3:45:00 PM,.SPXW180103P1750,1/3/2018,1750,P,0.029999999,0.029999999,2693.719971,,2.3809,-0.0003,0.000003,0,0.001381,-0.002036,20,SPXW
180102.SPX180103C1800,1/2/2018,3:45:00 PM,.SPXW180103C1800,1/3/2018,1800,C,893.5999756,-0.119999997,2693.719971,,0,0.9984,0.000014,0,0.007298,5.076565,0,SPXW
180102.SPX180103P1800,1/2/2018,3:45:00 PM,.SPXW180103P1800,1/3/2018,1800,P,0.029999999,0.029999999,2693.719971,,2.2505,-0.0003,0.000003,0,0.001593,-0.00237,0,SPXW
180102.SPX180103C1850,1/2/2018,3:45:00 PM,.SPXW180103C1850,1/3/2018,1850,C,843.5999756,-0.119999997,2693.719971,,0,0.9983,0.000015,0,0.007684,5.217232,0,SPXW
180102.SPX180103P1850,1/2/2018,3:45:00 PM,.SPXW180103P1850,1/3/2018,1850,P,0.029999999,0.029999999,2693.719971,,2.0875,-0.0003,0.000004,0,0.00153,-0.002263,20,SPXW
180102.SPX180103C1900,1/2/2018,3:45:00 PM,.SPXW180103C1900,1/3/2018,1900,C,793.5999756,-0.119999997,2693.719971,,0,0.9982,0.000017,0,0.008154,5.35774,0,SPXW
180102.SPX180103P1900,1/2/2018,3:45:00 PM,.SPXW180103P1900,1/3/2018,1900,P,0.029999999,0.029999999,2693.719971,,1.9629,-0.0003,0.000004,0,0.001777,-0.002655,7478,SPXW
